,电影,评分,链接,类型,地区,上映地点,时长(min),上映时间
287,我不是潘金莲,7.8,http://maoyan.com/films/341749,"剧情,喜剧",中国大陆,大陆上映,140.0,2016.0
288,上海王2,0.0,http://maoyan.com/films/602636,"剧情,爱情,动作",中国大陆,大陆上映,120.0,2018.0
289,末日重启,4.4,http://maoyan.com/films/367963,"剧情,科幻","荷兰,德国,美国",大陆上映,90.0,2017.0
290,蝴蝶公墓,6.0,http://maoyan.com/films/246499,"爱情,悬疑,奇幻",中国大陆,大陆上映,97.0,2017.0
291,九条命,8.6,http://maoyan.com/films/248876,"喜剧,奇幻,家庭",法国,大陆上映,87.0,2016.0
292,功守道,0.0,http://maoyan.com/films/1211221,"动作,短片",中国大陆,大陆上映,30.0,2017.0
293,小美人鱼,0.0,http://maoyan.com/films/1212509,"剧情,爱情,舞台艺术",美国,:30大陆上映,154.0,2017.0
294,马戏之王,0.0,http://maoyan.com/films/246714,"剧情,传记,歌舞",美国,大陆上映,105.0,2018.0
295,坏爸爸,0.0,http://maoyan.com/films/516421,"剧情,短片,家庭",中国大陆,大陆上映,38.0,2012.0
297,非凡任务,8.7,http://maoyan.com/films/342906,"剧情,动作,犯罪",中国大陆,大陆上映,122.0,2017.0
298,生化危机：终章,8.5,http://maoyan.com/films/246065,"动作,惊悚,科幻",美国,大陆上映,99.0,2017.0
300,天鹅湖,0.0,http://maoyan.com/films/329872,"剧情,舞台艺术",英国,大陆上映,120.0,2017.0
302,新天生一对,8.1,http://maoyan.com/films/57,"爱情,喜剧,家庭","中国大陆,中国台湾",大陆上映,100.0,2012.0
303,赛尔号大电影6：圣者无敌,8.9,http://maoyan.com/films/1201161,"喜剧,动画,冒险",中国大陆,大陆上映,98.0,2017.0
304,夏天19岁的肖像,7.7,http://maoyan.com/films/345193,"爱情,悬疑",中国大陆,大陆上映,105.0,2017.0
305,从你的全世界路过,8.6,http://maoyan.com/films/246390,"剧情,喜剧,爱情",中国大陆,大陆上映,113.0,2016.0
306,极盗车神,7.7,http://maoyan.com/films/341894,"爱情,动作,犯罪",美国,大陆上映,112.0,2017.0
307,钢铁飞龙之再见奥特曼,7.8,http://maoyan.com/films/1207188,"动画,动作,科幻",中国大陆,大陆上映,89.0,2017.0
310,使徒行者,8.8,http://maoyan.com/films/334722,"动作,犯罪","中国香港,中国大陆",大陆上映,109.0,2016.0
311,寻找罗麦,0.0,http://maoyan.com/films/246835,"剧情,爱情","中国大陆,法国",大陆上映,83.0,2018.0
313,春娇救志明,8.8,http://maoyan.com/films/672114,"剧情,爱情",中国香港,大陆上映,117.0,2017.0
314,极限特工：终极回归,8.7,http://maoyan.com/films/334590,"动作,惊悚,冒险",美国,大陆上映,107.0,2017.0
316,你若安好,0.0,http://maoyan.com/films/1208031,剧情,中国大陆,大陆上映,94.0,2017.0
317,大鱼海棠,8.4,http://maoyan.com/films/246591,"剧情,动画,奇幻",中国大陆,大陆上映,105.0,2016.0
318,中邪,0.0,http://maoyan.com/films/672184,"恐怖,惊悚,悬疑",中国大陆,大陆上映,95.0,2018.0
319,黑脸大包公之西夏风云,0.0,http://maoyan.com/films/343360,"动画,动作",中国大陆,大陆上映,86.0,2018.0
321,移动迷宫2,7.9,http://maoyan.com/films/246371,"动作,惊悚,科幻",美国,大陆上映,132.0,2015.0
323,绝世高手,7.5,http://maoyan.com/films/1196168,"喜剧,动作",中国大陆,大陆上映,116.0,2017.0
324,父子雄兵,8.0,http://maoyan.com/films/1196180,"剧情,喜剧",中国大陆,大陆上映,105.0,2017.0
325,真实,0.0,http://maoyan.com/films/341788,"剧情,动作,犯罪",韩国,大陆上映,137.0,2018.0
326,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,8.4,http://maoyan.com/films/617007,"动画,冒险,奇幻",日本,大陆上映,94.0,2017.0
327,破·局,8.4,http://maoyan.com/films/346740,"动作,犯罪",中国大陆,大陆上映,112.0,2017.0
328,银魂 真人版,7.9,http://maoyan.com/films/1144681,"剧情,喜剧,科幻",日本,大陆上映,130.0,2017.0
329,冰雪奇缘2,0.0,http://maoyan.com/films/247949,"喜剧,动画,冒险",美国,美国上映,90.0,2019.0
330,大闹天宫,8.3,http://maoyan.com/films/49,动画,中国大陆,:00大陆上映,88.0,2017.0
331,声之形,8.3,http://maoyan.com/films/349452,"剧情,爱情,动画",日本,大陆上映,111.0,2017.0
333,侗族大歌,0.0,http://maoyan.com/films/560827,"剧情,爱情,音乐",中国大陆,大陆上映,138.0,2017.0
334,恶棍天使,8.0,http://maoyan.com/films/246581,"喜剧,爱情",中国大陆,大陆上映,124.0,2015.0
338,金刚狼3：殊死一战,8.6,http://maoyan.com/films/247875,"动作,冒险,科幻",美国,大陆上映,123.0,2017.0
339,吉赛尔,0.0,http://maoyan.com/films/488580,"剧情,爱情,舞台艺术",荷兰,:30大陆上映,113.0,2017.0
342,魔兽,9.0,http://maoyan.com/films/78421,"动作,冒险,奇幻","美国,加拿大",大陆上映,124.0,2016.0
343,兄弟，别闹！,7.0,http://maoyan.com/films/368034,"剧情,喜剧",中国大陆,大陆上映,90.0,2017.0
344,模仿游戏,9.3,http://maoyan.com/films/78646,"剧情,战争,传记","英国,美国",大陆上映,114.0,2015.0
345,真爱至上,8.6,http://maoyan.com/films/1379,"喜剧,爱情","英国,美国",英国上映,135.0,2003.0
348,临时演员,8.2,http://maoyan.com/films/247373,"喜剧,爱情",中国大陆,大陆上映,93.0,2017.0
350,恐怖,4.7,http://maoyan.com/films/60441,恐怖,日本,大陆上映,94.0,2010.0
351,青春逗,7.9,http://maoyan.com/films/342869,"喜剧,爱情",中国大陆,大陆上映,97.0,2017.0
352,变形金刚6,0.0,http://maoyan.com/films/343100,"动作,科幻",美国,美国上映,90.0,2018.0
356,哆啦A梦：大雄的南极冰冰凉大冒险,8.6,http://maoyan.com/films/1183351,"动画,冒险",日本,大陆上映,101.0,2017.0
357,美女与野兽,8.2,http://maoyan.com/films/247658,"爱情,奇幻,歌舞",美国,大陆上映,130.0,2017.0
358,你在干嘛,0.0,http://maoyan.com/films/344127,"喜剧,爱情",中国大陆,大陆上映,120.0,2018.0
359,阿飞正传,8.8,http://maoyan.com/films/11237,"犯罪,剧情,爱情",中国香港,中国香港上映,94.0,1990.0
361,奇门遁甲,7.6,http://maoyan.com/films/259046,"动作,喜剧,奇幻",中国香港,中国香港上映,95.0,1982.0
363,反转人生,8.1,http://maoyan.com/films/567982,"喜剧,奇幻",中国大陆,大陆上映,110.0,2017.0
365,三体,0.0,http://maoyan.com/films/246336,科幻,中国大陆,大陆上映,176.0,2018.0
367,尼斯大冒险,0.0,http://maoyan.com/films/346409,"动画,冒险","德国,法国,英国",大陆上映,100.0,2018.0
369,姜子牙,0.0,http://maoyan.com/films/1211269,"动画,动作,冒险",中国大陆,大陆上映,90.0,2019.0
370,南哥,0.0,http://maoyan.com/films/1209177,传记,中国大陆,大陆上映,91.0,2017.0
372,深宫怨灵,3.9,http://maoyan.com/films/635848,"恐怖,惊悚,悬疑","美国,中国大陆",大陆上映,87.0,2017.0
374,快手枪手快枪手,8.1,http://maoyan.com/films/247301,"喜剧,动作,犯罪",中国大陆,大陆上映,115.0,2016.0
375,小萝莉的猴神大叔,0.0,http://maoyan.com/films/343136,剧情,印度,大陆上映,140.0,2018.0
376,奇异博士,8.9,http://maoyan.com/films/246124,"动作,冒险,奇幻",美国,大陆上映,115.0,2016.0
377,疯狂动物城,9.5,http://maoyan.com/films/246286,"动画,动作,冒险",美国,大陆上映,109.0,2016.0
378,大护法,8.3,http://maoyan.com/films/344682,"动画,冒险,奇幻",中国大陆,大陆上映,93.0,2017.0
379,爱乐之城,8.6,http://maoyan.com/films/338436,"爱情,歌舞",美国,大陆上映,129.0,2017.0
380,Sir Henri Deterding,0.0,http://maoyan.com/films/751897,剧情,WestGermany,WestGermany上映,85.0,1970.0
382,伊莎贝拉,7.5,http://maoyan.com/films/17302,剧情,"中国大陆,中国香港",大陆上映,91.0,2006.0
384,一条狗的使命,8.9,http://maoyan.com/films/342858,"剧情,喜剧",美国,大陆上映,101.0,2017.0
385,复仇者联盟2：奥创纪元,8.6,http://maoyan.com/films/78429,"动作,冒险,科幻",美国,大陆上映,141.0,2015.0
387,移动迷宫,8.4,http://maoyan.com/films/246016,"动作,悬疑,科幻","美国,加拿大,英国",大陆上映,113.0,2014.0
388,熊出没·奇幻空间,9.1,http://maoyan.com/films/1189089,"动画,冒险",中国大陆,大陆上映,90.0,2017.0
389,诡宅,0.0,http://maoyan.com/films/342150,"恐怖,惊悚,悬疑",中国大陆,大陆上映,90.0,2018.0
391,明月几时有,7.5,http://maoyan.com/films/342173,"剧情,战争,历史",中国大陆,大陆上映,131.0,2017.0
392,星球大战：克隆战争,7.4,http://maoyan.com/films/37265,"动画,动作,科幻",美国,美国上映,98.0,2008.0
393,美国队长3,8.6,http://maoyan.com/films/246234,"动作,冒险,科幻",美国,大陆上映,148.0,2016.0
394,恐怖电影院2,4.3,http://maoyan.com/films/343355,"恐怖,惊悚",中国大陆,大陆上映,84.0,2017.0
395,冰雪奇缘,9.5,http://maoyan.com/films/78410,"喜剧,动画,冒险",美国,大陆上映,102.0,2014.0
397,驴得水,8.5,http://maoyan.com/films/410612,"剧情,喜剧",中国大陆,大陆上映,111.0,2016.0
398,我只认识你,0.0,http://maoyan.com/films/344995,纪录片,中国大陆,大陆上映,82.0,2017.0
399,蓝精灵：寻找神秘村,9.0,http://maoyan.com/films/78610,"动画,冒险,家庭",美国,大陆上映,90.0,2017.0
400,神探狗笨吉,0.0,http://maoyan.com/films/1196131,"喜剧,家庭","美国,中国大陆",大陆上映,85.0,2018.0
401,炸裂青春,9.3,http://maoyan.com/films/1211081,"剧情,喜剧",中国大陆,大陆上映,90.0,2017.0
402,西游记之孙悟空三打白骨精,7.7,http://maoyan.com/films/79202,"喜剧,动作,奇幻","中国大陆,中国香港",大陆上映,120.0,2016.0
403,不成问题的问题,8.1,http://maoyan.com/films/343476,剧情,中国大陆,大陆上映,133.0,2017.0
404,美好的意外,8.2,http://maoyan.com/films/345992,"喜剧,奇幻",中国大陆,大陆上映,105.0,2017.0
405,少林足球,8.9,http://maoyan.com/films/5653,"喜剧,动作,运动","中国香港,中国大陆",中国香港上映,113.0,2001.0
406,攻壳机动队,7.8,http://maoyan.com/films/246969,"动作,科幻,犯罪",美国,大陆上映,107.0,2017.0
409,决战食神,7.8,http://maoyan.com/films/346106,"喜剧,爱情,家庭",中国大陆,大陆上映,98.0,2017.0
410,全民目击,8.9,http://maoyan.com/films/78171,"悬疑,犯罪",中国大陆,大陆上映,119.0,2013.0
411,秘果,8.0,http://maoyan.com/films/343744,"剧情,爱情",中国大陆,大陆上映,99.0,2017.0
413,我的老兵爷爷,0.0,http://maoyan.com/films/1208506,"剧情,战争,传记",中国大陆,大陆上映,90.0,2018.0
414,阮玲玉,8.3,http://maoyan.com/films/2265,"传记,剧情,爱情",中国香港,中国香港上映,126.0,1992.0
415,天梯：蔡国强的艺术,8.9,http://maoyan.com/films/345627,纪录片,"中国大陆,美国",大陆上映,73.0,2017.0
416,冈仁波齐,8.8,http://maoyan.com/films/342601,剧情,中国大陆,大陆上映,117.0,2017.0
420,速度与激情7,9.6,http://maoyan.com/films/78405,"动作,犯罪","美国,日本",大陆上映,137.0,2015.0
421,电锯惊魂：遗产,0.0,http://maoyan.com/films/341193,"悬疑,惊悚,恐怖",美国,大陆上映,91.0,2017.0
422,恐怖快递,0.0,http://maoyan.com/films/666793,"恐怖,惊悚",中国大陆,大陆上映,90.0,2018.0
423,泰迪熊之玩具大战,7.3,http://maoyan.com/films/346658,"喜剧,动画",中国大陆,大陆上映,78.0,2016.0
424,原谅他77次,8.5,http://maoyan.com/films/1163084,爱情,中国香港,大陆上映,97.0,2017.0
425,异星觉醒,7.7,http://maoyan.com/films/345719,"恐怖,惊悚,科幻",美国,大陆上映,104.0,2017.0
426,闯堂兔2：疯狂马戏团,7.5,http://maoyan.com/films/246100,"动画,喜剧,冒险",中国大陆,大陆上映,88.0,2015.0
427,爵迹,7.8,http://maoyan.com/films/248616,"奇幻,动作,冒险",中国大陆,大陆上映,121.0,2016.0
428,夺金四贱客,7.9,http://maoyan.com/films/1211239,"喜剧,犯罪",德国,大陆上映,96.0,2017.0
429,阿凡达3,0.0,http://maoyan.com/films/78463,"剧情,动作,科幻,奇幻,冒险",美国,美国上映,90.0,2021.0
430,无极,6.2,http://maoyan.com/films/14783,"动作,剧情,奇幻","中国大陆,中国香港,日本,韩国",大陆上映,121.0,2005.0
432,猫先生与猪小姐,0.0,http://maoyan.com/films/1201560,"喜剧,爱情",中国大陆,大陆上映,94.0,2018.0
433,左耳,7.9,http://maoyan.com/films/246210,爱情,中国大陆,大陆上映,117.0,2015.0
434,不二神探,7.4,http://maoyan.com/films/78135,"喜剧,悬疑",中国大陆,大陆上映,98.0,2013.0
436,盗墓笔记,8.0,http://maoyan.com/films/79203,"惊悚,悬疑,奇幻",中国大陆,大陆上映,123.0,2016.0
437,小丑回魂,7.6,http://maoyan.com/films/257594,"剧情,恐怖,家庭","美国,加拿大",伦敦恐怖电影节上映,135.0,2017.0
438,大耳朵图图之美食狂想曲,8.8,http://maoyan.com/films/345972,"喜剧,动画,冒险",中国大陆,大陆上映,91.0,2017.0
439,铁道飞虎,8.5,http://maoyan.com/films/248916,"剧情,喜剧,动作",中国大陆,大陆上映,124.0,2016.0
440,推拿,8.2,http://maoyan.com/films/78691,剧情,"中国大陆,法国",大陆上映,114.0,2014.0
441,史前怪兽,5.6,http://maoyan.com/films/78465,"动作,惊悚,灾难","英国,中国大陆",大陆上映,89.0,2014.0
444,新僵尸先生2,0.0,http://maoyan.com/films/1212702,"喜剧,动作",中国大陆,大陆上映,88.0,2018.0
446,神偷联盟,0.0,http://maoyan.com/films/367962,"喜剧,动作,犯罪",美国,大陆上映,119.0,2018.0
449,二次初恋,8.4,http://maoyan.com/films/1204795,"喜剧,爱情,奇幻",中国大陆,大陆上映,98.0,2017.0
450,血战钢锯岭,9.3,http://maoyan.com/films/338349,"剧情,战争",美国,大陆上映,139.0,2016.0
451,恐袭波士顿,8.3,http://maoyan.com/films/248268,"剧情,犯罪",美国,大陆上映,131.0,2017.0
452,喵星人,8.4,http://maoyan.com/films/346154,"喜剧,家庭,奇幻",中国大陆,大陆上映,109.0,2017.0
453,昆塔：反转星球,8.4,http://maoyan.com/films/248771,"动画,科幻",中国大陆,大陆上映,94.0,2017.0
454,再见路星河,0.0,http://maoyan.com/films/1212832,"剧情,音乐",中国大陆,大陆上映,94.0,2017.0
455,X战警：天启,8.9,http://maoyan.com/films/246177,"动作,科幻,奇幻",美国,大陆上映,144.0,2016.0
456,金枝玉叶,8.1,http://maoyan.com/films/9703,"喜剧,爱情",中国香港,中国香港上映,107.0,1994.0
459,蝙蝠侠大战超人：正义黎明,8.0,http://maoyan.com/films/78439,"动作,科幻,奇幻",美国,大陆上映,152.0,2016.0
460,我的爸爸是国王,8.6,http://maoyan.com/films/1204621,"动画,奇幻,家庭",中国大陆,大陆上映,84.0,2017.0
461,星期8,0.0,http://maoyan.com/films/1208175,"剧情,奇幻",中国大陆,大陆上映,95.0,2017.0
462,暴裂无声,0.0,http://maoyan.com/films/345991,"动作,悬疑,犯罪",中国大陆,大陆上映,119.0,2018.0
464,大话西游3,7.0,http://maoyan.com/films/247259,"喜剧,爱情,奇幻","中国大陆,中国香港",大陆上映,93.0,2016.0
465,霸王别姬,9.6,http://maoyan.com/films/1203,"爱情,剧情","中国大陆,中国香港",中国香港上映,171.0,1993.0
466,死侍,8.7,http://maoyan.com/films/246127,"动作,冒险,喜剧","美国,加拿大",美国上映,108.0,2016.0
467,神秘世界历险记2,9.0,http://maoyan.com/films/79023,"动画,家庭,冒险",中国大陆,大陆上映,80.0,2014.0
468,星球大战,9.0,http://maoyan.com/films/2640,"动作,奇幻,冒险",美国,美国上映,121.0,1977.0
469,神奇动物在哪里,8.9,http://maoyan.com/films/248918,"冒险,奇幻,家庭","英国,美国",大陆上映,133.0,2016.0
470,Wild Horses,0.0,http://maoyan.com/films/1035202,剧情,美国,美国上映,120.0,1985.0
471,黑子的篮球 剧场版 EXTRA GAME,7.8,http://maoyan.com/films/569712,"动画,运动",日本,日本上映,90.0,2017.0
472,欢迎来到熊仁镇,0.0,http://maoyan.com/films/1206717,喜剧,中国大陆,大陆上映,90.0,2018.0
473,阿郎的故事,8.4,http://maoyan.com/films/2171,剧情,中国香港,日本上映,99.0,1991.0
474,摩天轮,0.0,http://maoyan.com/films/1132607,剧情,美国,大陆上映,101.0,2018.0
475,猎杀大脚怪,0.0,http://maoyan.com/films/1202688,剧情,美国,大陆上映,110.0,2018.0
479,速度与激情9,0.0,http://maoyan.com/films/343034,"动作,犯罪",美国,美国上映,90.0,2020.0
480,侏罗纪世界,9.1,http://maoyan.com/films/78602,"动作,冒险,科幻",美国,大陆上映,124.0,2015.0
481,情遇曼哈顿,7.3,http://maoyan.com/films/1207172,"喜剧,爱情",中国大陆,大陆上映,103.0,2017.0
482,星球大战3：绝地归来,9.1,http://maoyan.com/films/5201,"动作,冒险,奇幻",美国,美国上映,134.0,1983.0
483,告诉他们，我乘白鹤去了,7.4,http://maoyan.com/films/78230,剧情,中国大陆,大陆上映,108.0,2013.0
485,环太平洋,8.7,http://maoyan.com/films/78151,"动作,科幻,冒险",美国,大陆上映,131.0,2013.0
486,你在哪,0.0,http://maoyan.com/films/1170247,"剧情,悬疑,犯罪",中国大陆,大陆上映,100.0,2017.0
487,刺杀盖世太保,8.2,http://maoyan.com/films/342276,"剧情,战争,历史","美国,法国",大陆上映,100.0,2017.0
491,指甲刀人魔,6.4,http://maoyan.com/films/341528,"喜剧,爱情,奇幻","中国大陆,中国香港",大陆上映,100.0,2017.0
492,活宝,0.0,http://maoyan.com/films/341370,"喜剧,爱情,动作",中国大陆,大陆上映,100.0,2018.0
495,乡村里的中国,8.1,http://maoyan.com/films/248473,纪录片,中国大陆,大陆上映,99.0,2013.0
496,私人订制,7.4,http://maoyan.com/films/78226,"剧情,喜剧",中国大陆,大陆上映,120.0,2013.0
498,惊天魔盗团2,8.5,http://maoyan.com/films/246333,"喜剧,动作,惊悚",美国,大陆上映,126.0,2016.0
499,不期而遇,7.9,http://maoyan.com/films/337058,"喜剧,爱情","中国大陆,美国",大陆上映,94.0,2017.0
500,我想静静,0.0,http://maoyan.com/films/343130,"喜剧,爱情",中国大陆,大陆上映,100.0,2018.0
501,大明劫,7.6,http://maoyan.com/films/78250,"剧情,历史",中国大陆,大陆上映,114.0,2013.0
502,消失爱人,7.9,http://maoyan.com/films/248835,"爱情,悬疑",中国大陆,大陆上映,109.0,2016.0
503,托马斯大电影之了不起的比赛,8.5,http://maoyan.com/films/1132555,动画,英国,大陆上映,81.0,2017.0
505,绝地逃亡,8.5,http://maoyan.com/films/246307,"喜剧,动作","中国大陆,美国,中国香港",大陆上映,111.0,2016.0
506,血观音,0.0,http://maoyan.com/films/1211014,剧情,中国台湾,中国台湾上映,112.0,2017.0
508,食神归来,0.0,http://maoyan.com/films/1201124,喜剧,中国大陆,大陆上映,100.0,2018.0
509,阿凡达,9.0,http://maoyan.com/films/243,"动作,冒险,奇幻","美国,英国",大陆上映,162.0,2010.0
510,银河护卫队3,0.0,http://maoyan.com/films/341224,"动作,科幻,冒险",美国,美国上映,90.0,2020.0
511,致青春·原来你还在这里,7.7,http://maoyan.com/films/246575,"剧情,爱情",中国大陆,大陆上映,98.0,2016.0
512,鬼片王之再现凶榜,5.8,http://maoyan.com/films/218580,恐怖,中国香港,大陆上映,84.0,1999.0
515,复仇者联盟,8.8,http://maoyan.com/films/262,"动作,科幻,冒险",美国,大陆上映,142.0,2012.0
518,绑架者,8.4,http://maoyan.com/films/344451,"动作,犯罪",中国大陆,大陆上映,95.0,2017.0
519,那一场呼啸而过的青春,8.2,http://maoyan.com/films/1205886,"剧情,爱情",中国大陆,大陆上映,112.0,2017.0
520,龙之战,8.6,http://maoyan.com/films/1181801,"动作,战争,历史",中国大陆,大陆上映,112.0,2017.0
